2024-01-08-16-32-21,-447.772867,1.123406
2024-01-08-16-32-22,-443.160935,2.127604
2024-01-08-16-32-23,-437.712296,3.156095
2024-01-08-16-32-24,-432.546952,4.187827
2024-01-08-16-32-25,-425.559610,5.583415
2024-01-08-16-32-26,-420.840178,6.592860
2024-01-08-16-32-27,-415.568107,7.604988
2024-01-08-16-32-28,-410.862061,8.606185
2024-01-08-16-32-29,-405.251538,9.639737
2024-01-08-16-32-30,-400.110348,10.676975
2024-01-08-16-32-31,-394.983867,11.701510
2024-01-08-16-32-32,-390.150537,12.707732
2024-01-08-16-32-33,-385.023783,13.708624
2024-01-08-16-32-34,-379.793320,14.743276
2024-01-08-16-32-35,-374.640913,15.774313
2024-01-08-16-32-36,-369.508124,16.801798
2024-01-08-16-32-37,-364.370738,17.827450
2024-01-08-16-32-39,-357.620767,19.175098
2024-01-08-16-32-40,-352.983929,20.179190
2024-01-08-16-32-41,-347.439857,21.207403
2024-01-08-16-32-42,-342.286142,22.237622
2024-01-08-16-32-43,-337.143920,23.263163
2024-01-08-16-32-44,-332.314770,24.267781
2024-01-08-16-32-45,-327.299657,25.280792
2024-01-08-16-32-46,-321.904773,26.313082
2024-01-08-16-32-47,-316.766170,27.339706
2024-01-08-16-32-48,-311.622333,28.368573
2024-01-08-16-32-49,-305.131591,29.672525
2024-01-08-16-32-50,-300.154894,30.674074
2024-01-08-16-32-51,-295.242234,31.679547
2024-01-08-16-32-52,-290.268033,32.689451
2024-01-08-16-32-53,-285.383567,33.692322
2024-01-08-16-32-54,-280.424769,34.705383
2024-01-08-16-32-55,-274.820690,35.731218
2024-01-08-16-32-56,-269.668185,36.763459
2024-01-08-16-32-57,-264.507914,37.804860
2024-01-08-16-32-58,-259.505778,38.805853
2024-01-08-16-32-59,-254.260833,39.845858
2024-01-08-16-33-00,-249.091514,40.867037
2024-01-08-16-33-01,-243.989613,41.898190
2024-01-08-16-33-02,-238.838918,42.926720
2024-01-08-16-33-04,-233.748958,44.318958
2024-01-08-16-33-05,-227.210781,45.324031
2024-01-08-16-33-06,-222.154895,46.324849
2024-01-08-16-33-07,-216.714312,47.351660
2024-01-08-16-33-08,-211.505705,48.389720
2024-01-08-16-33-09,-206.370419,49.421739
2024-01-08-16-33-10,-201.240739,50.451884
2024-01-08-16-33-11,-196.249560,51.458752
2024-01-08-16-33-12,-191.264572,52.471370
2024-01-08-16-33-13,-186.039062,53.493251
2024-01-08-16-33-14,-180.897240,54.518808
2024-01-08-16-33-15,-175.746253,55.542285
2024-01-08-16-33-16,-170.612816,56.873673
2024-01-08-16-33-17,-164.178472,57.874965
2024-01-08-16-33-18,-159.250824,58.883342
2024-01-08-16-33-19,-154.324370,59.890750
2024-01-08-16-33-20,-148.874552,60.925160
2024-01-08-16-33-22,-143.704450,61.945537
2024-01-08-16-33-23,-138.567578,62.983313
2024-01-08-16-33-24,-133.419944,64.032401
2024-01-08-16-33-25,-128.645417,65.039033
2024-01-08-16-33-26,-123.607431,66.046071
2024-01-08-16-33-27,-118.165284,67.063564
2024-01-08-16-33-28,-113.028514,68.088526
2024-01-08-16-33-29,-107.884049,69.117233
2024-01-08-16-33-30,-102.755698,70.147889
2024-01-08-16-33-31,-95.811459,71.526061
2024-01-08-16-33-32,-91.282888,72.531319
2024-01-08-16-33-33,-86.201322,73.540977
2024-01-08-16-33-34,-80.602478,74.572761
2024-01-08-16-33-35,-75.433413,75.602981
2024-01-08-16-33-36,-70.355675,76.630092
2024-01-08-16-33-37,-65.183359,77.654974
2024-01-08-16-33-38,-60.357981,78.661886
2024-01-08-16-33-39,-55.374617,79.663951
2024-01-08-16-33-40,-49.987667,80.697304
2024-01-08-16-33-41,-44.837663,81.720491
2024-01-08-16-33-42,-39.745303,82.752188
2024-01-08-16-33-43,-34.573566,83.778397
2024-01-08-16-33-45,-27.978240,85.114079
2024-01-08-16-33-46,-23.316343,86.125400
2024-01-08-16-33-47,-17.658854,87.160975
2024-01-08-16-33-48,-12.449136,88.195268
2024-01-08-16-33-49,-7.402887,89.220948
2024-01-08-16-33-50,-2.247461,90.255409
2024-01-08-16-33-51,2.674599,91.262817
2024-01-08-16-33-52,7.451593,92.274394
2024-01-08-16-33-53,13.072216,93.301117
2024-01-08-16-33-54,18.159466,94.329641
2024-01-08-16-33-55,23.303545,95.357091
2024-01-08-16-33-56,29.993394,96.689478
2024-01-08-16-33-57,34.609464,97.704244
2024-01-08-16-33-58,39.686743,98.705073
2024-01-08-16-33-59,44.824735,99.721349
2024-01-08-16-34-00,46.000292,100.752913
2024-01-08-16-34-01,44.643748,101.810252
2024-01-08-16-34-02,39.894511,102.819398
2024-01-08-16-34-03,35.119080,103.828150
2024-01-08-16-34-04,29.698402,104.850300
2024-01-08-16-34-05,24.481180,105.875761
2024-01-08-16-34-06,19.337066,106.904560
2024-01-08-16-34-08,12.460667,108.299525
2024-01-08-16-34-09,7.617941,109.300394
2024-01-08-16-34-10,2.656299,110.317362
2024-01-08-16-34-11,-2.799819,111.337325
2024-01-08-16-34-12,-7.969425,112.369918
2024-01-08-16-34-13,-13.157830,113.404481
2024-01-08-16-34-14,-18.223458,114.429642
2024-01-08-16-34-15,-23.016712,115.442311
2024-01-08-16-34-16,-28.151966,116.452722
2024-01-08-16-34-17,-33.517307,117.487452
2024-01-08-16-34-18,-38.697532,118.517327
2024-01-08-16-34-19,-43.848790,119.543197
2024-01-08-16-34-20,-48.910925,120.561931
2024-01-08-16-34-21,-55.558274,121.896711
2024-01-08-16-34-22,-60.144419,122.902566
2024-01-08-16-34-23,-65.273420,123.915895
2024-01-08-16-34-25,-70.866211,124.950594
2024-01-08-16-34-26,-75.991989,125.975577
2024-01-08-16-34-27,-81.120326,126.991180
2024-01-08-16-34-28,-86.182986,128.012390
2024-01-08-16-34-29,-91.158460,129.016210
2024-01-08-16-34-30,-96.241923,130.032764
2024-01-08-16-34-31,-100.880011,131.038632
2024-01-08-16-34-32,-105.957270,132.048759
2024-01-08-16-34-33,-111.553552,133.097555
2024-01-08-16-34-34,-116.729323,134.132223
2024-01-08-16-34-35,-123.340107,135.455398
2024-01-08-16-34-36,-128.268497,136.462468
2024-01-08-16-34-37,-133.369244,137.475766
2024-01-08-16-34-38,-138.062527,138.487426
2024-01-08-16-34-39,-143.415698,139.488775
2024-01-08-16-34-40,-148.718518,140.524897
2024-01-08-16-34-41,-153.870781,141.548852
2024-01-08-16-34-42,-158.989512,142.576647
2024-01-08-16-34-43,-163.741422,143.581268
2024-01-08-16-34-44,-169.181990,144.614303
2024-01-08-16-34-45,-174.256043,145.634293
2024-01-08-16-34-46,-179.400192,146.663293
2024-01-08-16-34-47,-184.539512,147.714193
2024-01-08-16-34-48,-189.356767,148.716871
2024-01-08-16-34-49,-194.648921,149.720475
2024-01-08-16-34-50,-199.349165,150.721735
2024-01-08-16-34-51,-204.280805,151.730874
2024-01-08-16-34-52,-209.829663,152.746344
2024-01-08-16-34-53,-214.977513,153.774546
2024-01-08-16-34-54,-220.157977,154.808379
2024-01-08-16-34-55,-225.313876,155.835239
2024-01-08-16-34-56,-230.371900,156.850304
2024-01-08-16-34-58,-236.887423,158.158848
2024-01-08-16-34-59,-241.869140,159.171713
2024-01-08-16-35-00,-247.154297,160.200738
2024-01-08-16-35-01,-252.221199,161.226889
2024-01-08-16-35-02,-257.367919,162.254002
2024-01-08-16-35-03,-262.511893,163.270046
2024-01-08-16-35-04,-267.299682,164.271858
2024-01-08-16-35-05,-272.301836,165.283820
