2024-01-08-16-44-48,7.424445,-446.247335
2024-01-08-16-44-49,8.473083,-436.996413
2024-01-08-16-44-50,9.478760,-426.139716
2024-01-08-16-44-51,10.512314,-415.813096
2024-01-08-16-44-52,11.538019,-405.573222
2024-01-08-16-44-54,12.884085,-392.256911
2024-01-08-16-44-55,13.888149,-382.327393
2024-01-08-16-44-56,14.897220,-372.932499
2024-01-08-16-44-57,15.911946,-361.729424
2024-01-08-16-44-58,16.944634,-351.424808
2024-01-08-16-44-59,18.000060,-341.149814
2024-01-08-16-45-00,19.014223,-331.765391
2024-01-08-16-45-01,20.026072,-320.709089
2024-01-08-16-45-02,21.049136,-310.406769
2024-01-08-16-45-03,22.071483,-300.196455
2024-01-08-16-45-04,23.395052,-287.130786
2024-01-08-16-45-05,24.401936,-277.575050
2024-01-08-16-45-06,25.413068,-267.887640
2024-01-08-16-45-07,26.422134,-256.701752
2024-01-08-16-45-08,27.447006,-246.392284
2024-01-08-16-45-09,28.468152,-236.241182
2024-01-08-16-45-10,29.532865,-225.976107
2024-01-08-16-45-11,30.538353,-216.490608
2024-01-08-16-45-12,31.544799,-206.534750
2024-01-08-16-45-13,32.548585,-195.328849
2024-01-08-16-45-14,33.579363,-185.082200
2024-01-08-16-45-15,34.605519,-174.846636
2024-01-08-16-45-16,35.628148,-164.575033
2024-01-08-16-45-18,36.984491,-151.263702
2024-01-08-16-45-19,37.999446,-142.039986
2024-01-08-16-45-20,39.011320,-130.855020
2024-01-08-16-45-21,40.037234,-120.568629
2024-01-08-16-45-22,41.064788,-110.285655
2024-01-08-16-45-23,42.093786,-100.648692
2024-01-08-16-45-24,43.095653,-90.936383
2024-01-08-16-45-25,44.098414,-79.821778
2024-01-08-16-45-26,45.119495,-69.625151
2024-01-08-16-45-27,46.138044,-59.472960
2024-01-08-16-45-28,47.162290,-49.335029
2024-01-08-16-45-29,48.499191,-36.185777
2024-01-08-16-45-30,49.503780,-26.701048
2024-01-08-16-45-31,50.511306,-15.713909
2024-01-08-16-45-32,51.549222,-5.428651
2024-01-08-16-45-33,52.590818,4.698227
2024-01-08-16-45-34,53.592599,14.229159
2024-01-08-16-45-35,54.600282,23.884869
2024-01-08-16-45-36,55.614389,35.317911
2024-01-08-16-45-37,56.646061,44.464565
2024-01-08-16-45-38,57.673409,46.000197
2024-01-08-16-45-43,61.957322,43.111300
2024-01-08-16-45-44,62.985887,33.284872
